zone,target_local,target_utc,day_ahead,buy_day_ahead,energy_bid_up,hold_capacity_up,unit
SE1,2026-09-21T05:45:00+02:00,2026-09-21T03:45:00+00:00,45.81,False,50.81,True,EUR/MWh
SE1,2026-09-21T06:00:00+02:00,2026-09-21T04:00:00+00:00,29.45,False,34.45,True,EUR/MWh
SE1,2026-09-21T06:15:00+02:00,2026-09-21T04:15:00+00:00,34.62,False,39.62,True,EUR/MWh
SE1,2026-09-21T06:30:00+02:00,2026-09-21T04:30:00+00:00,34.17,False,39.17,True,EUR/MWh
SE1,2026-09-21T06:45:00+02:00,2026-09-21T04:45:00+00:00,41.69,False,46.69,True,EUR/MWh
SE1,2026-09-21T07:00:00+02:00,2026-09-21T05:00:00+00:00,37.37,False,42.37,True,EUR/MWh
SE1,2026-09-21T07:15:00+02:00,2026-09-21T05:15:00+00:00,34.86,False,39.86,True,EUR/MWh
SE1,2026-09-21T07:30:00+02:00,2026-09-21T05:30:00+00:00,41.86,False,46.86,True,EUR/MWh
SE1,2026-09-21T07:45:00+02:00,2026-09-21T05:45:00+00:00,42.72,False,47.72,True,EUR/MWh
SE1,2026-09-21T08:00:00+02:00,2026-09-21T06:00:00+00:00,40.02,False,45.02,True,EUR/MWh
SE1,2026-09-21T08:15:00+02:00,2026-09-21T06:15:00+00:00,39.42,False,44.42,True,EUR/MWh
SE1,2026-09-21T08:30:00+02:00,2026-09-21T06:30:00+00:00,42.05,False,47.05,True,EUR/MWh
SE1,2026-09-21T08:45:00+02:00,2026-09-21T06:45:00+00:00,38.23,False,43.23,True,EUR/MWh
SE1,2026-09-21T09:00:00+02:00,2026-09-21T07:00:00+00:00,44.71,False,49.71,True,EUR/MWh
SE1,2026-09-21T09:15:00+02:00,2026-09-21T07:15:00+00:00,49.66,False,54.66,True,EUR/MWh
SE1,2026-09-21T09:30:00+02:00,2026-09-21T07:30:00+00:00,29.84,False,34.84,True,EUR/MWh
SE1,2026-09-21T09:45:00+02:00,2026-09-21T07:45:00+00:00,20.08,False,25.08,True,EUR/MWh
SE1,2026-09-21T10:00:00+02:00,2026-09-21T08:00:00+00:00,42.95,False,47.95,True,EUR/MWh
SE1,2026-09-21T10:15:00+02:00,2026-09-21T08:15:00+00:00,27.2,False,32.2,True,EUR/MWh
